Sentence,NER
what is the sequel to evil dead in which bruce campbell gets sent back in time and has to fight a bunch of zombies,"{'Relationship': ['sequel to evil dead'], 'Actor': ['bruce campbell'], 'Plot': ['gets sent back in time and has to fight a bunch of zombies']}"
what is the sequel to marvel s comic book motorcycle riding chain whipping hero featuring nicholas cage,"{'Relationship': ['sequel'], 'Origin': ['marvel s comic book'], 'Plot': ['motorcycle riding chain whipping hero'], 'Actor': ['nicholas cage']}"
what is the sequel to the animated family film about a penguin born without the ability to sing but with a talent for dancing,"{'Relationship': ['sequel'], 'Genre': ['animated family film'], 'Plot': ['penguin born without the ability to sing but with a talent for dancing']}"
what is the sequel to the science fiction movie with sigourney weaver returning as ellen ripley,"{'Relationship': ['sequel'], 'Genre': ['fiction'], 'Actor': ['sigourney weaver'], 'Character_Name': ['ellen ripley']}"
what is the sequel to the superhero movie starring robert downey jr as a billionaire who builds a coat of armor to fight enemies,"{'Relationship': ['sequel'], 'Genre': ['superhero movie'], 'Actor': ['robert downey jr'], 'Plot': ['billionaire who builds a coat of armor to fight enemies']}"
what is the sequel to the sylvester stallone movies that star at least 8 well known action stars jason statham jet li jean claude van damme bruce willis arnold schwarzenegger chuck norris terry crews,"{'Relationship': ['sequel'], 'Actor': ['sylvester stallone', 'jason statham jet li jean claude van damme bruce willis arnold schwarzenegger chuck norris terry crews'], 'Genre': ['action']}"
what is the steven spielberg directed movie set in world war ii about a german man played by liam neeson who helps the jews,"{'Director': ['steven spielberg'], 'Plot': ['set in world war ii about a german man', 'who helps the jews'], 'Actor': ['liam neeson']}"
what is the super popular war movie with tom hanks and matt damon in which three of four brothers die in the war,"{'Opinion': ['super popular'], 'Genre': ['war'], 'Actor': ['tom hanks', 'matt damon'], 'Plot': ['three of four brothers die in the war']}"
what is the sword and sorcery 2011 movie directed by marcus nispel starring jason momoa and rachel nichols,"{'Year': ['2011'], 'Director': ['marcus nispel'], 'Actor': ['jason momoa', 'rachel nichols']}"
what is the third film in a series this time set during the holidays starring john cho and kal penn as two stoner buddies,"{'Relationship': ['third film in a series'], 'Actor': ['john cho', 'kal penn'], 'Plot': ['two stoner buddies']}"
what is the third harry potter movie where dementors are on the move searching for the escapee from prison who ends up in the end being harry s godfather,"{'Relationship': ['third'], 'Character_Name': ['harry potter'], 'Plot': ['dementors are on the move searching for the escapee from prison who ends up in the end being harry s godfather']}"
what is the tiny creature in one of dr seuss s stories that tries to save nature from evil,"{'Plot': ['tiny creature', 'tries to save nature from evil'], 'Origin': ['dr seuss s stories']}"
what is the title of the 1982 film about a young boy who befriends an alien,"{'Year': ['1982'], 'Plot': ['about a young boy who befriends an alien']}"
what is the title of the movie that sigourney weaver starred in this about the silverbacks,"{'Actor': ['sigourney weaver'], 'Plot': ['about the silverbacks']}"
what is the tom hanks movie about a hit man whose son catches him in the act,"{'Actor': ['tom hanks'], 'Plot': ['a hit man whose son catches him in the act']}"
what is the updated version of romeo and juliet where a man and woman from two feuding gangs in new york fall in love and have to deal with the problems it causes,"{'Character_Name': ['romeo and juliet'], 'Plot': ['a man and woman from two feuding gangs in new york fall in love and have to deal with the problems it causes']}"
what is the very famous clint eastwood movie about two bounty hunters who try to beat a third before they find buried treasure,"{'Opinion': ['very famous'], 'Actor': ['clint eastwood'], 'Plot': ['two bounty hunters who try to beat a third before they find buried treasure']}"
what is the will ferrell movie in which he is one of santa s little helpers,"{'Actor': ['will ferrell'], 'Plot': ['he is one of santa s little helpers']}"
what is the woody allen movie from the 70 s where he runs into a bunch of cars,"{'Director': ['woody allen'], 'Year': ['70 s'], 'Plot': ['he runs into a bunch of cars']}"
what is the woody allen movie that he stars in and has this relationship in new york,"{'Director': ['woody allen'], 'Plot': ['has this relationship in new york']}"
what is the world war ii movie in which liam neeson helped jews escape a concentration camp,"{'Genre': ['world war ii movie'], 'Actor': ['liam neeson'], 'Plot': ['helped jews escape a concentration camp']}"
what is this 1964 black and white political satire starring peter sellers in multiple roles,"{'Year': ['1964'], 'Genre': ['black and white political satire'], 'Actor': ['peter sellers']}"
what is this 1977 movie starring richard dreyfuss and teri garr about aliens that featured devil s tower,"{'Year': ['1977'], 'Actor': ['richard dreyfuss', 'teri garr'], 'Plot': ['about aliens that featured devil s tower']}"
what is this 2009 film based on a true story that stars jim carrey as steven jay russell,"{'Year': ['2009'], 'Actor': ['jim carrey'], 'Character_Name': ['steven jay russell']}"
what is this 2010 comic book based movie directed by matthew vaughn featuring a hero in a green wet suit,"{'Year': ['2010'], 'Origin': ['comic book based'], 'Director': ['matthew vaughn'], 'Plot': ['hero in a green wet suit']}"
what is this 2012 action film based on a board game featuring liam neeson,"{'Year': ['2012'], 'Genre': ['action film'], 'Origin': ['based on a board game'], 'Actor': ['liam neeson']}"
what is this 2012 film starring denzel washington about an airline pilot with an alcohol problem,"{'Year': ['2012'], 'Actor': ['denzel washington'], 'Plot': ['airline pilot with an alcohol problem']}"
what is this animated movie in which two wolves have to find their way home and in the process find themselves,"{'Genre': ['animated movie'], 'Plot': ['two wolves have to find their way home and in the process find themselves']}"
what is this animated movie where a young woman meets a band of unlikely heroes,"{'Genre': ['animated'], 'Plot': ['a young woman meets a band of unlikely heroes']}"
what is this animated movie where a young woman must escape a tower and evil sorceress,"{'Genre': ['animated'], 'Plot': ['where a young woman must escape a tower and evil sorceress']}"
what is this ben stiller comedy that deals with aliens invading the earth,"{'Actor': ['ben stiller'], 'Genre': ['comedy'], 'Plot': ['aliens invading the earth']}"
what is this classic from the 1930 s that was inspired by a dream,"{'Opinion': ['classic'], 'Year': ['1930 s']}"
what is this classic horror flick that stars the toy chuckie,"{'Opinion': ['classic'], 'Genre': ['horror'], 'Character_Name': ['chuckie']}"
what is this classic western mel brooks comedy,"{'Opinion': ['classic'], 'Genre': ['western', 'comedy'], 'Director': ['mel brooks']}"
what is this disney classic where a lovely young woman falls in love with a horrendous monster,"{'Director': ['disney'], 'Opinion': ['classic'], 'Plot': ['a lovely young woman falls in love with a horrendous monster']}"
what is this epic that takes place in acient greek times,{'Genre': ['epic']}
what is this first film in a series based on best selling children s books that involve wizards and maybe i should n t mention him,"{'Relationship': ['first film in a series'], 'Origin': ['based on best selling children s books'], 'Plot': ['involve wizards']}"
what is this george lucas masterpiece that is a six part movie epic,"{'Director': ['george lucas'], 'Opinion': ['masterpiece'], 'Relationship': ['a six part movie epic']}"
what is this grim fairytale retelling that follows the story of a princess white as snow and her sidekick hatchet armed savior that leads her through the dark woods,"{'Genre': ['fairytale'], 'Relationship': ['retelling'], 'Plot': ['follows the story of a princess white as snow and her sidekick hatchet armed savior that leads her through the dark woods']}"
what is this hysterical comedy about three guys who defraud the company they work for and hate,"{'Genre': ['comedy'], 'Plot': ['three guys who defraud the company they work for and hate']}"
what is this imdb top 20 movie sequel that deals with the italian mafia,"{'Relationship': ['movie sequel'], 'Plot': ['deals with the italian mafia']}"
what is this mind bending film directed by christopher nolan and starring leonardo dicaprio that takes place inside the mind,"{'Opinion': ['mind bending'], 'Director': ['christopher nolan'], 'Actor': ['leonardo dicaprio'], 'Plot': ['takes place inside the mind']}"
what is this name of this 1977 david lynch movie that takes place in a post apocalyptic industrial town of giant machines that are constantly working,"{'Year': ['1977'], 'Director': ['david lynch'], 'Plot': ['a post apocalyptic industrial town of giant machines that are constantly working']}"
what is this road trip comedy starring robert downey jr and zach galifianakis as two men trying to make it in time for the birth of downey jr s child,"{'Genre': ['road trip comedy'], 'Actor': ['robert downey jr', 'zach galifianakis'], 'Plot': ['two men trying to make it in time for the birth of downey jr s child']}"
what is this segorney weaver classic that depicts her as a space marine,"{'Actor': ['segorney weaver'], 'Opinion': ['classic'], 'Plot': ['depicts her as a space marine']}"
what is this stallone classic that places him as a underdog boxer,"{'Actor': ['stallone'], 'Opinion': ['classic'], 'Plot': ['places him as a underdog boxer']}"
what is this star studded action sequel that teams up slyvester stallone with bruce willis and arnold schwarzenegger,"{'Opinion': ['star studded'], 'Genre': ['action'], 'Relationship': ['sequel'], 'Actor': ['slyvester stallone', 'bruce willis', 'arnold schwarzenegger']}"
what is this timeless classic that stars tom hanks as a prison guard,"{'Opinion': ['timeless classic'], 'Actor': ['tom hanks'], 'Plot': ['a prison guard']}"
what is this timeless horror flick that depicts a savage dog,"{'Opinion': ['timeless'], 'Genre': ['horror'], 'Plot': ['depicts a savage dog']}"
what jack black movie is based off a popular jonathan swift book,"{'Actor': ['jack black'], 'Origin': ['based off a popular jonathan swift book']}"
what james cameron epic featuring leonardo dicaprio and kate winslet is about two young people falling in love,"{'Director': ['james cameron'], 'Actor': ['leonardo dicaprio', 'kate winslet'], 'Plot': ['about two young people falling in love']}"
what james cameron movie stars leonardo dicaprio falls in love with a wealthy woman while aboard a famous cruise ship,"{'Director': ['james cameron'], 'Actor': ['leonardo dicaprio'], 'Plot': ['falls in love with a wealthy woman while aboard a famous cruise ship']}"
what japanese anime features a 10 year old girl confronting a world of monsters and witches,"{'Genre': ['japanese anime'], 'Plot': ['a 10 year old girl confronting a world of monsters and witches']}"
what jerry zuker film starred richard gere as lancelot and sean connery as king arthur,"{'Director': ['jerry zuker'], 'Actor': ['richard gere', 'sean connery'], 'Character_Name': ['lancelot', 'king arthur']}"
what job does rick take over,{'Plot': ['what job does rick take over']}
what judd apatow film features paul rudd and other actors from the movie knocked up taking on life after 39,"{'Director': ['judd apatow'], 'Actor': ['paul rudd'], 'Relationship': ['other actors from the movie knocked'], 'Plot': ['taking on life after 39']}"
what julia roberts film set in india italy and bali is based off a best selling book by elizabeth gilbert,"{'Actor': ['julia roberts'], 'Origin': ['based off a', 'book by elizabeth gilbert'], 'Award': ['best selling']}"
what kathryn bigelow movie is a pre apocalyptic thriller involving the consciousness of people being used to end the world,"{'Actor': ['kathryn bigelow'], 'Genre': ['pre apocalyptic thriller'], 'Plot': ['involving the consciousness of people being used to end the world']}"
what kevin smith movie was originally titled a couple of dicks until the movie studios forced the name change,{'Director': ['kevin smith']}
what lauded ang lee film is based on the best selling novel by yann martel,"{'Opinion': ['lauded'], 'Director': ['ang lee'], 'Origin': ['best selling novel by yann martel']}"
what marvel movie s title is the same as the character who wields a mighty hammer,{'Director': ['marvel movie']}
what miramax film features the story of a photographer looking to expose a drug war just outside of rio de janero,"{'Director': ['miramax'], 'Plot': ['features the story of a photographer looking to expose a drug war just outside of rio de janero']}"
what mockumentary about a rock band features an amplifier that can be turned up to eleven,"{'Genre': ['mockumentary'], 'Plot': ['about a rock band features an amplifier that can be turned up to eleven']}"
what movie about the mob with robert de niro and al pacino was directed by francis ford coppola,"{'Plot': ['the mob'], 'Actor': ['robert de niro', 'al pacino'], 'Director': ['francis ford coppola']}"
what movie adapted from a stephen king novel involves a large saint bernard dog going vicious,"{'Origin': ['adapted from a stephen king novel'], 'Plot': ['a large saint bernard dog going vicious']}"
what movie based on a popular teen book series spawned a legion if parodies about sparkly vampires,"{'Origin': ['based on a popular teen book series'], 'Relationship': ['spawned a legion if parodies about sparkly vampires']}"
what movie based on the book by charles dickens follows the story of ebenezer scrooge as he is cold and eventually sees the error of his ways and reforms himself,"{'Origin': ['based on the book by charles dickens'], 'Character_Name': ['ebenezer scrooge'], 'Plot': ['as he is cold and eventually sees the error of his ways and reforms himself']}"
what movie based on the play written by william shakespeare covers the life of a prince from denmark dealing with his fathers murder,"{'Origin': ['based on the play written by william shakespeare'], 'Plot': ['covers the life of a prince from denmark dealing with his fathers murder']}"
what movie centers around a masked killer trying to murder his long lost sister after his escape from a mental institution,{'Plot': ['a masked killer trying to murder his long lost sister after his escape from a mental institution']}
what movie depicts the characters in a group they ca n t discuss with an outsiders,{'Plot': ['a group they ca n t discuss with an outsiders']}
what movie directed by and starring george clooney was adapted from the play farragut north,"{'Director': ['george clooney'], 'Origin': ['adapted from the play farragut north']}"
what movie directed by oliver stone explored the absurdities and contradictions of the vietnam war,"{'Director': ['oliver stone'], 'Plot': ['explored the absurdities and contradictions of the vietnam war']}"
what movie directed by taylor hackford does a navy cadet become an aviator with the help from a tough sergeant and his girlfriend,"{'Director': ['taylor hackford'], 'Plot': ['a navy cadet become an aviator with the help from a tough sergeant and his girlfriend']}"
what movie does a penguin s baby learn to dance,{'Plot': ['a penguin s baby learn to dance']}
what movie does the famous line surely you ca n t be serious followed by oh i m serious but do n t call me shirley originate from,"{'Quote': ['surely you ca n t be serious', 'oh i m serious but do n t call me shirley']}"
what movie features a current australian super star and ed harris that s about an elaborate bank heist,"{'Actor': ['ed harris'], 'Plot': ['an elaborate bank heist']}"
what movie features a martial arts wielding group of animals on a quest to stop an evil peacock,{'Plot': ['martial arts wielding group of animals on a quest to stop an evil peacock']}
what movie features a miserly old man who must learn lessons from a set of departed spirits,{'Plot': ['features a miserly old man who must learn lessons from a set of departed spirits']}
what movie features a new test drug which helps the lead character to become a super genius,{'Plot': ['new test drug which helps the lead character to become a super genius']}
what movie features teenagers dressing up as superheros and fighting actual crime nicholas cage is one of their parents,"{'Plot': ['teenagers dressing up as superheros and fighting actual crime', 'one of their parents'], 'Actor': ['nicholas cage']}"
what movie features the quote mrs robinson if you do n t mind my saying so this conversation is getting a little strange,{'Quote': ['mrs robinson if you do n t mind my saying so this conversation is getting a little strange']}
what movie featuring al pacino that was directed by brian depalma is about the cocaine drug trade in florida,"{'Actor': ['al pacino'], 'Director': ['brian depalma'], 'Plot': ['the cocaine drug trade in florida']}"
what movie featuring arnold schwarzenegger is about a group of commandos searching for pow s in a south american rain forest,"{'Actor': ['arnold schwarzenegger'], 'Plot': ['a group of commandos searching for pow s in a south american rain forest']}"
what movie featuring gregory peck was based on the classic literary story by lee harper,"{'Actor': ['gregory peck'], 'Origin': ['based on the classic literary story by lee harper']}"
what movie finds a cast of sentient toys who were accidentally shipped to a thrift store trying to find the way back home before their owner goes away to college,{'Plot': ['cast of sentient toys who were accidentally shipped to a thrift store trying to find the way back home before their owner goes away to college']}
what movie from 1995 is about a serial killer who acts according to the seven deadly sins,"{'Year': ['1995'], 'Plot': ['a serial killer who acts according to the seven deadly sins']}"
what movie from the mind of joss whedon takes the sloppy formulaic horror movie genre and flips it on its head,"{'Director': ['joss whedon'], 'Genre': ['horror']}"
what movie gives a new view of a former president as an ax wielding hero fighting supernatural creatures,{'Plot': ['new view of a former president as an ax wielding hero fighting supernatural creatures']}
what movie has a female assassin that wakes up from a coma and seeks revenge against her former boss that betrayed her,{'Plot': ['a female assassin that wakes up from a coma and seeks revenge against her former boss that betrayed her']}
what movie has a little girl looking for justice for her father that was murdered by a ruthless outlaw,{'Plot': ['a little girl looking for justice for her father that was murdered by a ruthless outlaw']}
what movie has demons trying to take over a coffee shop it is known for the old lady climbing the wall,{'Plot': ['demons trying to take over a coffee shop it is known for the old lady climbing the wall']}
what movie has hayden panettiere and justin long doing the voice for 2 wolves who end up falling in love regardless of their pack order,"{'Actor': ['hayden panettiere', 'justin long'], 'Plot': ['doing the voice for 2 wolves who end up falling in love regardless of their pack order']}"
what movie involves two college students that move in to the same dorm resulting in a voilent ending,{'Plot': ['involves two college students that move in to the same dorm resulting in a voilent ending']}
what movie is a 1986 british american fantasy film directed by jim henson produced by george lucas and starring david bowie,"{'Year': ['1986'], 'Genre': ['british american fantasy'], 'Director': ['jim henson'], 'Actor': ['david bowie']}"
what movie is about the now fallen angel gabriel coming to save mankind from god s wraith,"{'Character_Name': ['gabriel'], 'Plot': ['coming to save mankind from god s wraith']}"
what movie is about two laguna beach entrepreneurs a dirty dea agent played by john travolta caught up in a grisly battle against the mexican baja cartel,"{'Plot': ['two laguna beach entrepreneurs a dirty dea agent', 'caught up in a grisly battle against the mexican baja cartel'], 'Actor': ['john travolta']}"
what movie is about world war i where a man s horse is sold to the cavalry,{'Plot': ['world war i where a man s horse is sold to the cavalry']}
what movie is an animated film about exotic birds in a foreign country that is fun and has a good message,"{'Genre': ['animated'], 'Plot': ['exotic birds in a foreign country that is fun and has a good message']}"
what movie is based on a true story about a boy who helps save an aquatic animal,{'Plot': ['about a boy who helps save an aquatic animal']}
what movie is based on a true story about three brothers involved in the sales of alcohol during the prohibition,"{'Origin': ['based on a true story'], 'Plot': ['three brothers involved in the sales of alcohol during the prohibition']}"
what movie is the fourth in the series of unusual encounters shown in the manner of surveillance tapes,"{'Plot': ['series', 'unusual encounters shown in the manner of surveillance tapes']}"
what movie made in 1979 covers the story for four nineteen year olds committed to the idea of never growing up,"{'Year': ['1979'], 'Plot': ['the story for four nineteen year olds committed to the idea of never growing up']}"
what movie produced by quinten tarentino and stars russel crowe had the tag line it put s the fu in kung fu,"{'Director': ['quinten tarentino'], 'Actor': ['russel crowe'], 'Quote': ['it put s the fu in kung fu']}"
what movie released in 2001 does johnny depp star in as a man who becomes the biggest drug kingpin in american cocaine market i m thinking of a movie in where johnny depp runs into a problem that many of us have never had no where to hide all his cash,"{'Year': ['2001'], 'Actor': ['johnny depp', 'johnny depp'], 'Plot': ['man who becomes the biggest drug kingpin in american cocaine market', 'runs into a problem that many of us have never had no where to hide all his cash']}"
what movie released in 2012 covers the story of a hobbit by the name of bilbo baggins and his dwarf friends seeking to reclaim his home,"{'Year': ['2012'], 'Plot': ['the story of a hobbit by the name of', 'and his dwarf friends seeking to reclaim his home'], 'Character_Name': ['bilbo baggins']}"
what movie remake has jeff bridges filling in for john wayne as the famous one eyed rooster cogburn,"{'Relationship': ['remake'], 'Actor': ['jeff bridges', 'john wayne'], 'Opinion': ['famous'], 'Plot': ['one eyed'], 'Character_Name': ['rooster cogburn']}"
what movie starred mark wahlberg as a hapless cop and eva mendes as will ferrell s wife,"{'Actor': ['mark wahlberg', 'eva mendes', 'will ferrell'], 'Plot': ['a hapless cop']}"
what movie starring jim carrey is based on a christmas book by the late dr seuss,"{'Actor': ['jim carrey'], 'Origin': ['based on a christmas book by the late dr seuss']}"
what movie starring sasha baron cohen features another character from his infamous and highly controversial show da ali g show,"{'Actor': ['sasha baron cohen'], 'Plot': ['features another character from his infamous and highly controversial show'], 'Character_Name': ['da ali g show']}"
what movie stars dudley moore as a lovably drunk millionaire who risks being disinherited for falling in love with a lower class woman,"{'Actor': ['dudley moore'], 'Plot': ['a lovably drunk millionaire who risks being disinherited for falling in love with a lower class woman']}"
what movie stars ginnifer goodwin and kate hudson as two friends who may not work it out when ginnifer has long standing feelings for kate s fiance,"{'Actor': ['ginnifer goodwin', 'kate hudson'], 'Plot': ['two friends who may not work it out when ginnifer has long standing feelings for kate s fiance']}"
what movie stars harrison ford and daniel craig that was directed by john favreu that mixes both science fiction and western genres,"{'Actor': ['harrison ford', 'daniel craig'], 'Director': ['john favreu'], 'Genre': ['science fiction', 'western']}"
what movie stars mark wahlberg and the voice of seth macfarlane as a foul mouthed teddy bear,"{'Actor': ['mark wahlberg', 'seth macfarlane'], 'Plot': ['as a foul mouthed teddy bear']}"
what movie stars steve carell and zach galifianakis as weird rivals at a dinner party,"{'Actor': ['steve carell', 'zach galifianakis'], 'Plot': ['weird rivals at a dinner party']}"
what movie takes place in nineteenth century vienna in which edward norton plays a magician who runs into his young love jessica biel,"{'Plot': ['takes place in nineteenth century vienna', 'plays a magician who runs into his young love'], 'Actor': ['edward norton', 'jessica biel']}"
what movie was about a killer shark that came out in 1975 from steven spielberg,"{'Plot': ['a killer shark'], 'Year': ['1975'], 'Director': ['steven spielberg']}"
what movie was written and directed by jim jarmusch and features forest whitaker as a hit man,"{'Director': ['jim jarmusch'], 'Actor': ['forest whitaker'], 'Plot': ['as a hit man']}"
what movie would you need to rent in order to see the only starring role that reese witherspoon had in 2011,"{'Actor': ['reese witherspoon'], 'Year': ['2011']}"
what movies featuring liam neeson focuses on survivor s of a plane crash who are then attacked by a pack of wild wolves,"{'Actor': ['liam neeson'], 'Plot': ['survivor s of a plane crash who are then attacked by a pack of wild wolves']}"
what new addition to the series about america s favorite ogre includes the evil mastermind rumplestiltskin,"{'Relationship': ['new addition to the series'], 'Plot': ['america s favorite ogre includes the evil mastermind rumplestiltskin']}"
what oscar winning gangster film based on the mario puzo novel features marlon brando and al pacino,"{'Award': ['oscar winning'], 'Genre': ['gangster film'], 'Origin': ['based on the mario puzo novel'], 'Actor': ['marlon brando', 'al pacino']}"
what period drama directed by milos forman starred tom hulce as a very famous composer,"{'Genre': ['period drama'], 'Director': ['milos forman'], 'Actor': ['tom hulce']}"
what pixar animated film features a talking dog named dug,"{'Director': ['pixar'], 'Genre': ['animated'], 'Plot': ['talking dog named'], 'Character_Name': ['dug']}"
what pixar film was the first developed by the studio to not be nominated for an oscar,"{'Director': ['pixar'], 'Award': ['oscar']}"
what pixar hit final movie in the trilogy came out more than ten years after the sequel,"{'Director': ['pixar'], 'Relationship': ['final movie in the trilogy']}"
what popular animated addition to the story about america s favorite ogre included rumpelstiltskin an evil magical contract writer,"{'Genre': ['animated'], 'Plot': ['america s favorite ogre included', 'an evil magical contract writer'], 'Character_Name': ['rumpelstiltskin']}"
what popular sci fi film features the son of a virtual world designer who gets trapped in one of the dimensions his father designed,"{'Opinion': ['popular'], 'Genre': ['sci fi'], 'Plot': ['son of a virtual world designer who gets trapped in one of the dimensions his father designed']}"
what powerful warrior came to earth from asgard and is known as the god of thunder,{'Plot': ['powerful warrior came to earth from asgard and is known as the god of thunder']}
what recent prequel to a famous apeocolypse classic featured the beginning of the end of society due to a new species of sentient apes taking over,"{'Opinion': ['famous'], 'Genre': ['apeocolypse classic'], 'Plot': ['the beginning of the end of society due to a new species of sentient apes taking over']}"
what ridley scott movie starring harrison ford is based on do androids dream of electric sheep by philip k dick,"{'Director': ['ridley scott'], 'Actor': ['harrison ford'], 'Origin': ['do androids dream of electric sheep by philip k dick']}"
what ridley scott science fiction epic takes place in the near future focusing on the creation of mankind,"{'Director': ['ridley scott'], 'Genre': ['science fiction'], 'Plot': ['takes place in the near future focusing on the creation of mankind']}"
what robert dinero and joe pesci movie centers around two mobster friends that run a gaming establishment,"{'Actor': ['robert dinero', 'joe pesci'], 'Plot': ['two mobster friends that run a gaming establishment']}"
what romantic comedy starring steve carell and ryan gosling focused on the intertwined love lives of many characters,"{'Genre': ['romantic comedy'], 'Actor': ['steve carell', 'ryan gosling'], 'Plot': ['intertwined love lives of many characters']}"
what romantic feature from the mid 90 s covers the story of two people who meet on the titanic and covers their story,"{'Genre': ['romantic'], 'Year': ['mid 90 s'], 'Plot': ['the story of two people who meet on the titanic and covers their story']}"
what sci fi film features a small group of older children obsessed with filming on their new super 8 camera witnessing an alien discovery,"{'Genre': ['sci fi'], 'Plot': ['small group of older children obsessed with filming on their new super 8 camera witnessing an alien discovery']}"
what sci fi film set in 2074 featured illegal time traveling hit men working for criminal organizations,"{'Genre': ['sci fi'], 'Plot': ['illegal time traveling hit men working for criminal organizations']}"
what sequel to an animated box office smash hit involves a colorful cast of animals that are masters in martial arts,"{'Relationship': ['sequel'], 'Genre': ['animated'], 'Opinion': ['box office smash hit'], 'Plot': ['colorful cast of animals that are masters in martial arts']}"
what sofia coppola film set in japan revolves around the relationship between a has been actor and a young woman,"{'Director': ['sofia coppola'], 'Plot': ['set in japan revolves around the relationship between a has been actor and a young woman']}"
what spielberg movie is considered the first summer blockbuster and involves a killer shark s rampage on a resort town,"{'Director': ['spielberg'], 'Plot': ['involves a killer shark s rampage on a resort town']}"
what stanley kubric masterpiece is hailed as one of the greatest science fiction films ever made,"{'Director': ['stanley kubric'], 'Opinion': ['masterpiece', 'hailed as one of the greatest science fiction films ever made']}"
what stanley kubric masterpiece is hailed as one of the most controversial films of all time,"{'Director': ['stanley kubric'], 'Opinion': ['masterpiece', 'controversial']}"
what stunning action film featured bane as a charismatic super villain trying to take over gothem,"{'Opinion': ['stunning'], 'Genre': ['action'], 'Character_Name': ['bane'], 'Plot': ['as a charismatic super villain trying to take over gothem']}"
what survival movie is about liam neeson trying to return home while fending off wolves and blizzards,"{'Genre': ['survival'], 'Actor': ['liam neeson'], 'Plot': ['trying to return home while fending off wolves and blizzards']}"
what teen comedy features emma stone as a student inspired by the scarlet letter,"{'Genre': ['teen comedy'], 'Actor': ['emma stone'], 'Plot': ['a student inspired by the scarlet letter']}"
what the 80 s movie about a group of former college friends that get together for the weekend,"{'Year': ['80'], 'Plot': ['about a group of former college friends that get together for the weekend']}"
what time travel film features hit men who kill targets transported back in time from the future,"{'Genre': ['time travel'], 'Plot': ['hit men who kill targets transported back in time from the future']}"
what timeless classic starring clint eastwood does he carry a large firearm as a police officer,"{'Opinion': ['timeless classic'], 'Actor': ['clint eastwood'], 'Plot': ['he carry a large firearm as a police officer']}"
what upcoming remake of a 1980 s movie involves a warrior and his companions as they attempt to stop an evil warlord from finding the mask of acheron,"{'Relationship': ['remake'], 'Year': ['1980 s'], 'Plot': ['a warrior and his companions as they attempt to stop an evil warlord from finding the mask of acheron']}"
what vampire movie franchise which originally began as a comic book featured the actor wesley snipes,"{'Relationship': ['vampire movie franchise'], 'Origin': ['originally began as a comic book'], 'Actor': ['wesley snipes']}"
what was director akira kurosawa s last large budget film and the most expensive japanese film made in 1985,"{'Director': ['akira kurosawa'], 'Year': ['1985']}"
what was that channing tatum movie where he played a soldier but not an action movie a romantic movie,"{'Actor': ['channing tatum'], 'Genre': ['romantic']}"
what was that film about a speech therapist helping george vi learn to speak without a stutter,"{'Plot': ['a speech therapist helping', 'learn to speak without a stutter'], 'Character_Name': ['george vi']}"
what was that film that had queequeg and ishmael in it where they chased a whale,"{'Character_Name': ['queequeg', 'ishmael'], 'Plot': ['they chased a whale']}"
what was that movie featuring a young anne hathaway as a girl who learns she s heir to the throne of genovia,"{'Actor': ['anne hathaway'], 'Plot': ['girl who learns she s heir to the throne of genovia']}"
what was that movie starring jake gyllenhal and heath ledger as cowboys who fall in love with each other,"{'Actor': ['jake gyllenhal', 'heath ledger'], 'Plot': ['as cowboys who fall in love with each other']}"
what was that movie that was the sequel to that jack black animated movie about the animals that know shaolin kung fu,"{'Relationship': ['sequel'], 'Actor': ['jack black'], 'Genre': ['animated'], 'Plot': ['animals that know shaolin kung fu']}"
what was that movie where jack nicholson is chasing around his family in some giant hotel and using an axe to chop into his wifes hiding place,"{'Actor': ['jack nicholson'], 'Plot': ['chasing around his family in some giant hotel and using an axe to chop into his wifes hiding place']}"
what was that sci fi adventure film starring keanu reeves in which most characters are revealed to be living in a simulated reality,"{'Genre': ['sci fi adventure'], 'Actor': ['keanu reeves'], 'Plot': ['most characters are revealed to be living in a simulated reality']}"
what was the 1995 historical drama about the first war of scottish independence directed by mel gibson,"{'Year': ['1995'], 'Genre': ['historical drama'], 'Plot': ['about the first war of scottish independence'], 'Director': ['mel gibson']}"
what was the christmas movie thaqt is named after a street which is actually a number,"{'Genre': ['christmas movie'], 'Plot': ['thaqt is']}"
what was the dystopian adventure flick that gave a then unknown mel gibson his first big break,"{'Genre': ['dystopian adventure'], 'Actor': ['mel gibson']}"
what was the ethan hawke and willem dafoe movie about vampires that have begun farming humans as a means for food,"{'Actor': ['ethan hawke', 'willem dafoe'], 'Plot': ['vampires that have begun farming humans as a means for food']}"
what was the famous hitchcock film which featured a scene with janet leigh being murdered in the shower,"{'Opinion': ['famous'], 'Director': ['hitchcock'], 'Actor': ['janet leigh'], 'Plot': ['murdered in the shower']}"
what was the film about the life of mozart told from the point of view of salieri,{'Plot': ['the life of mozart told from the point of view of salieri']}
what was the film starring jason segal and emily blunt as a couple who become engaged and then wait a long time to get married,"{'Actor': ['jason segal', 'emily blunt'], 'Plot': ['a couple who become engaged and then wait a long time to get married']}"
what was the first installment of christopher nolan s epic trilogy based on the dc comic following a masked vigilante,"{'Relationship': ['first installment'], 'Director': ['christopher nolan'], 'Origin': ['based on the dc comic'], 'Plot': ['masked vigilante']}"
what was the last of a series of movies starring johnny depp as a pirate,"{'Relationship': ['last of a series'], 'Actor': ['johnny depp'], 'Plot': ['as a pirate']}"
