Sentence,NER,types
Result of the Tattersalls Breeders,"{""MISC"": [""Tattersalls Breeders""]}",conll2003
"Stakes , a race for two-year-olds run over six furlongs ( 1,200","{""MISC"": [""Stakes""]}",conll2003
metres ) at The Curragh on Saturday :,"{""LOC"": [""The Curragh""]}",conll2003
1. Miss Stamper 3-1 joint-favourite ( ridden by David Harrison ),"{""PER"": [""Miss Stamper"", ""David Harrison""]}",conll2003
2. Paddy Lad 16-1 ( Peter Bloomfield ),"{""PER"": [""Paddy Lad"", ""Peter Bloomfield""]}",conll2003
3. Pelham 10-1 ( Warren O'Connor ),"{""PER"": [""Pelham"", ""Warren O'Connor""]}",conll2003
"Distances : Three lengths , two-and-a-half lengths .",{},conll2003
Winner owned by John and Beryll Remblance and trained in,"{""PER"": [""John"", ""Beryll Remblance""]}",conll2003
Britain by Richard Hannon .,"{""LOC"": [""Britain""], ""PER"": [""Richard Hannon""]}",conll2003
"Value to the winning owner : $ 233,600",{},conll2003
-DOCSTART-,{},conll2003
SOCCER - KLINSMANN TO RETIRE AFTER 1998 WORLD CUP .,"{""PER"": [""KLINSMANN""], ""MISC"": [""1998 WORLD CUP""]}",conll2003
BONN 1996-08-31,"{""LOC"": [""BONN""]}",conll2003
German international striker Juergen Klinsmann has said he will retire after the 1998 World Cup in France .,"{""MISC"": [""German"", ""World Cup""], ""PER"": [""Juergen Klinsmann""], ""LOC"": [""France""]}",conll2003
""" For myself , personally , I 've planned things so that that will be the end of me , "" the 32-year-old national team captain was quoted as saying by the daily Sueddeutsche Zeitung on Saturday .","{""ORG"": [""Sueddeutsche Zeitung""]}",conll2003
Klinsmann said he believed Germany could win in France with the same nucleus of players which won the European championship in England this summer .,"{""PER"": [""Klinsmann""], ""LOC"": [""Germany"", ""France"", ""England""], ""MISC"": [""European""]}",conll2003
""" I think it can be done , "" he said , "" especially as experience is becoming more and more valuable in sport .",{},conll2003
I think we can do it with the same body of players .,{},conll2003
"That 's what we 're all aiming for . """,{},conll2003
Coach Berti Vogts has called up a virtually identical squad for next week 's friendly against Poland -- Germany 's first match since Euro 96 .,"{""PER"": [""Berti Vogts""], ""LOC"": [""Poland"", ""Germany""], ""MISC"": [""Euro 96""]}",conll2003
-DOCSTART-,{},conll2003
SOCCER - GERMAN CUP SECOND ROUND RESULTS .,"{""MISC"": [""GERMAN CUP""]}",conll2003
BONN 1996-08-31,"{""LOC"": [""BONN""]}",conll2003
Results of German Cup second round,"{""MISC"": [""German Cup""]}",conll2003
matches on Saturday :,{},conll2003
Karlsruhe 2 Hansa Rostock 0,"{""ORG"": [""Karlsruhe"", ""Hansa Rostock""]}",conll2003
Borussia Neunkirchen 1 St Pauli 3,"{""ORG"": [""Borussia Neunkirchen"", ""St Pauli""]}",conll2003
Duisburg 1 Luebeck 0 ( after extra time ),"{""ORG"": [""Duisburg"", ""Luebeck""]}",conll2003
-DOCSTART-,{},conll2003
SOCCER - ROMANIA BEAT LITHUANIA IN U-21 QUALIFIER .,"{""LOC"": [""ROMANIA"", ""LITHUANIA""]}",conll2003
BUCHAREST 1996-08-30,"{""LOC"": [""BUCHAREST""]}",conll2003
Romania beat 2-1 ( halftime 1-1 ) Lithuania in their European Under-21 soccer match on Friday .,"{""LOC"": [""Romania"", ""Lithuania""], ""MISC"": [""European""]}",conll2003
Scorers :,{},conll2003
"Romania - Cosmin Contra ( 31st ) , Mihai Tararache ( 75th )","{""LOC"": [""Romania""], ""PER"": [""Cosmin Contra"", ""Mihai Tararache""]}",conll2003
Lithuania - Danius Gleveckas ( 13rd ),"{""LOC"": [""Lithuania""], ""PER"": [""Danius Gleveckas""]}",conll2003
Attendence : 200,{},conll2003
-DOCSTART-,{},conll2003
Paper says Thatcher 's office consulted astrologer .,"{""PER"": [""Thatcher""]}",conll2003
LONDON 1996-09-01,"{""LOC"": [""LONDON""]}",conll2003
A British newspaper said Margaret Thatcher was so shaken by an IRA attempt on her life when she was prime minister in 1984 that an astrologer was asked to warn her against future threats .,"{""MISC"": [""British""], ""PER"": [""Margaret Thatcher""], ""ORG"": [""IRA""]}",conll2003
"The Sunday Telegraph quoted Majorie Orr as saying she did a horoscope chart for Thatcher , a Libran , after she narrowly escaped death in the Irish guerrilla bombing of a hotel during the Conservative Party conference more than a decade ago .","{""ORG"": [""The Sunday Telegraph"", ""Conservative Party""], ""PER"": [""Majorie Orr"", ""Thatcher""], ""MISC"": [""Libran"", ""Irish""]}",conll2003
Orr said Thatcher 's press secretary Bernard Ingram asked her to telephone if she saw any threatening indications in the future .,"{""PER"": [""Orr"", ""Thatcher"", ""Bernard Ingram""]}",conll2003
""" Bernard Ingham told me that if I ever heard anything that indicated danger I was to let him know , "" Orr said .","{""PER"": [""Bernard Ingham"", ""Orr""]}",conll2003
Orr said she never had to telephone .,"{""PER"": [""Orr""]}",conll2003
She added that the horoscope was purely for security purposes and she was never consulted about political moves .,{},conll2003
"Ingram was quoted as telling the newspaper he thought astrology was "" a load of rubbish "" and that he could not recall asking Orr to keep a watch on Thatcher 's stars .","{""PER"": [""Ingram"", ""Orr"", ""Thatcher""]}",conll2003
"Thatcher , dubbed the "" Iron Lady "" for her driven , forceful personality , was never known to have an interest in the occult and in fact has a university degree in chemistry .","{""PER"": [""Thatcher"", ""Iron Lady""]}",conll2003
"Former U.S. president Ronald Reagan 's wife , Nancy , admitted in her biography My Turn that she regularly consulted an astrologer to help her plan her husband 's schedule .","{""LOC"": [""U.S.""], ""PER"": [""Ronald Reagan"", ""Nancy""], ""MISC"": [""My Turn""]}",conll2003
-DOCSTART-,{},conll2003
Reuters historical calendar - September 7 .,"{""ORG"": [""Reuters""]}",conll2003
LONDON 1996-08-31,"{""LOC"": [""LONDON""]}",conll2003
Following are some of the major events to have occurred on September 7 in history .,{},conll2003
1533 - Queen Elizabeth I born .,"{""PER"": [""Elizabeth I""]}",conll2003
"Daughter of Henry VIII and his second wife Anne Boleyn , she was queen of England 1558-1603 .","{""PER"": [""Henry VIII"", ""Anne Boleyn""], ""LOC"": [""England""]}",conll2003
One of the great monarchs who presided over a period of English assertion in Europe in politics and the arts .,"{""MISC"": [""English""], ""LOC"": [""Europe""]}",conll2003
"1706 - French troops under Duke of Orleans besieging Turin were defeated by the Austrians under Prince Eugene , the French army was destroyed and they ceased trying to capture northern Italy .","{""MISC"": [""French"", ""Austrians"", ""French""], ""LOC"": [""Orleans"", ""Turin"", ""Italy""], ""ORG"": [""Eugene""]}",conll2003
"1714 - The Treaty of Baden was signed between the Holy Roman Emperor Charles VI and France , ending War of Spanish Succession .","{""MISC"": [""Treaty of Baden"", ""Roman"", ""War of Spanish Succession""], ""PER"": [""Charles VI""], ""LOC"": [""France""]}",conll2003
"Charles ceded Alsace and Strasbourg to France and got back Breisach , Kehl and Freiburg .","{""PER"": [""Charles""], ""LOC"": [""Alsace"", ""Strasbourg"", ""France"", ""Breisach"", ""Kehl"", ""Freiburg""]}",conll2003
1812 - Russian army under General Kutuzov was defeated at heavy cost by Napoleon at the battle of Borodino 70 miles west of Moscow .,"{""MISC"": [""Russian""], ""PER"": [""Kutuzov"", ""Napoleon""], ""LOC"": [""Borodino"", ""Moscow""]}",conll2003
Napoleon entered Moscow a week later .,"{""PER"": [""Napoleon""], ""LOC"": [""Moscow""]}",conll2003
1822 - Brazil proclaimed independence from Portugal and Pedro I became first Emperor of Brazil in December 1822 .,"{""LOC"": [""Brazil"", ""Portugal"", ""Brazil""], ""PER"": [""Pedro I""]}",conll2003
1836 - Scottish politician Sir Henry Campbell-Bannerman born .,"{""MISC"": [""Scottish""], ""PER"": [""Henry Campbell-Bannerman""]}",conll2003
As Liberal prime minister 1905-1908 he granted self-government to the Transvaal .,"{""MISC"": [""Liberal""], ""LOC"": [""Transvaal""]}",conll2003
He also got the House of Lords to pass his Trades Disputes Act which gave labour unions more freedom to strike .,"{""ORG"": [""House of Lords""], ""MISC"": [""Trades Disputes Act""]}",conll2003
"1860 - Giuseppe Garibaldi leading his "" Red Shirts "" seized Naples in the Italian war of liberation against the Austrians .","{""PER"": [""Giuseppe Garibaldi""], ""MISC"": [""Red Shirts"", ""Italian"", ""Austrians""], ""LOC"": [""Naples""]}",conll2003
"1901 - In China , the Boxer Rising which attempted to drive out all foreigners officially ended with the signing of the Peking Protocol .","{""LOC"": [""China""], ""MISC"": [""Boxer Rising"", ""Peking Protocol""]}",conll2003
This imposed an indemnity to be paid to the great powers for Boxer crimes .,"{""MISC"": [""Boxer""]}",conll2003
1909 - Elia Kazan born as Elia Kazanjoglus .,"{""PER"": [""Elia Kazan"", ""Elia Kazanjoglus""]}",conll2003
"A U.S. stage and screen director , he is best known for "" Viva Zapata "" and "" On the Waterfront "" .","{""LOC"": [""U.S.""], ""MISC"": [""Viva Zapata"", ""On the Waterfront""]}",conll2003
1913 - Sir Anthony Quayle born .,"{""PER"": [""Anthony Quayle""]}",conll2003
British actor of stage and screen in films from 1948 .,"{""MISC"": [""British""]}",conll2003
"Best known for appearances in "" Ice Cold in Alex "" , "" Lawrence of Arabia "" and , as Cardinal Wolsey , in "" Anne of a Thousand Days "" .","{""MISC"": [""Ice Cold in Alex"", ""Lawrence of Arabia"", ""Anne of a Thousand Days""], ""PER"": [""Wolsey""]}",conll2003
1914 - James Alfred Van Allen born .,"{""PER"": [""James Alfred Van Allen""]}",conll2003
U.S. physicist who discovered the two zones of radiation encircling the earth to which he gave his name .,"{""LOC"": [""U.S.""]}",conll2003
1930 - Belgian King Baudouin I born .,"{""MISC"": [""Belgian""], ""PER"": [""Baudouin I""]}",conll2003
He succeeded to the throne in 1951 on the abdication of his father Leopold III .,"{""PER"": [""Leopold III""]}",conll2003
"1940 - In World War Two the German airforce under Hermann Goering began its "" Blitz "" bombing campaign on London .","{""MISC"": [""World War Two"", ""German"", ""Blitz""], ""PER"": [""Hermann Goering""], ""LOC"": [""London""]}",conll2003
Over 300 people were killed on this day alone .,{},conll2003
1969 - Scottish motor racing driver Jackie Stewart won the Italian Grand Prix to secure his first world championship .,"{""MISC"": [""Scottish"", ""Italian Grand Prix""], ""PER"": [""Jackie Stewart""]}",conll2003
"Four years later , after winning his third world crown , he announced his retirement .",{},conll2003
"1986 - Bishop Desmond Tutu was enthroned as Archbishop of Cape Town , South Africa .","{""PER"": [""Desmond Tutu""], ""LOC"": [""Cape Town"", ""South Africa""]}",conll2003
He was the first black head of South Africa 's Anglicans .,"{""LOC"": [""South Africa""], ""MISC"": [""Anglicans""]}",conll2003
1990 - The United States won Saudi and Kuwaiti pledges to help pay for forces in the Gulf .,"{""LOC"": [""United States"", ""Gulf""], ""MISC"": [""Saudi"", ""Kuwaiti""]}",conll2003
Iraq ordered many restaurants to close indefinitely to save food in face of a blockade .,"{""LOC"": [""Iraq""]}",conll2003
1990 - British historian Alan John Percivale ( A.J.P. ) Taylor died .,"{""MISC"": [""British""], ""PER"": [""Alan John Percivale ( A.J.P. ) Taylor""]}",conll2003
He won acclaim for the insights that he gave into the events which shaped modern Europe and was one of Europe 's leading authorities on the great conflicts of the 20th century .,"{""LOC"": [""Europe"", ""Europe""]}",conll2003
"1993 - Six former Soviet republics , Russia , Belarus , Kazakhstan , Uzbekistan , Armenia and Tajikistan , signed framework agreement to keep the Russian rouble as their common currency .","{""MISC"": [""Soviet"", ""Russian""], ""LOC"": [""Russia"", ""Belarus"", ""Kazakhstan"", ""Uzbekistan"", ""Armenia"", ""Tajikistan""]}",conll2003
"1994 - The Stars and Stripes flag was lowered for the last time over U.S. army headquarters in Berlin , formally ending the American presence in the once-divided city after nearly half a century .","{""MISC"": [""Stars and Stripes"", ""American""], ""LOC"": [""U.S."", ""Berlin""]}",conll2003
-DOCSTART-,{},conll2003
Escaped British paedophile recaptured .,"{""MISC"": [""British""]}",conll2003
LONDON 1996-08-31,"{""LOC"": [""LONDON""]}",conll2003
"A convicted British paedophile was arrested on Saturday , two days after escaping from custody during a supervised day trip to a zoo , police said .","{""MISC"": [""British""]}",conll2003
"Trevor Holland , a 52 year-old with who has been convicted twice of gross indecency with children , was captured after being spotted in Worthing , a town on England 's southern coast .","{""PER"": [""Trevor Holland""], ""LOC"": [""Worthing"", ""England""]}",conll2003
""" A member of the public recognised Holland in a newsagent shop as he was reading the headlines about himself , "" a police spokesman said .","{""PER"": [""Holland""]}",conll2003
Police launched a nationwide search on Thursday after he disappeared during an unsupervised trip to the toilet while visiting a popular zoo and theme park south of London .,"{""LOC"": [""London""]}",conll2003
Holland was moved to a more secure centre earlier this year after a similar incident .,"{""PER"": [""Holland""]}",conll2003
His escape at the zoo caused outrage in Britain .,"{""LOC"": [""Britain""]}",conll2003
A child sex scandal in Belgium in which two eight-year-old girls were murdered and two other sexually abused girls were rescued has focused new attention on the problem .,"{""LOC"": [""Belgium""]}",conll2003
-DOCSTART-,{},conll2003
Scottish Labour Party narrowly backs referendum .,"{""ORG"": [""Scottish Labour Party""]}",conll2003
"STIRLING , Scotland 1996-08-31","{""LOC"": [""STIRLING"", ""Scotland""]}",conll2003
British Labour Party leader Tony Blair won a narrow victory on Saturday when the party 's Scottish executive voted 21-18 in favour of his plans for a referendum on a separate parliament for Scotland .,"{""ORG"": [""British Labour Party""], ""PER"": [""Tony Blair""], ""MISC"": [""Scottish""], ""LOC"": [""Scotland""]}",conll2003
"Blair once pledged to set up a Scottish parliament if the Labour won the next general election , which must be held by May 1997 .","{""PER"": [""Blair""], ""MISC"": [""Scottish""], ""ORG"": [""Labour""]}",conll2003
"But many activists were dismayed when he abruptly decided earlier this year to hold a two-question referendum on the issue , asking Scots if they wanted a separate parliament and if it should have tax-raising powers .","{""MISC"": [""Scots""]}",conll2003
Many party members argued that a general election win would demonstrate popular support for a separate parliament and others said a single question referendum would suffice .,{},conll2003
Prime Minister John Major says the 300-year-old union of the Scottish and English parliaments will be a main plank in his Conservative Party 's election platform .,"{""PER"": [""John Major""], ""MISC"": [""Scottish"", ""English""], ""ORG"": [""Conservative Party""]}",conll2003
Conservatives have only 10 of the 72 Scottish seats in parliament and consistently run third in opinion polls in Scotland behind Labour and the independence-seeking Scottish National Party .,"{""MISC"": [""Scottish""], ""LOC"": [""Scotland""], ""ORG"": [""Labour"", ""Scottish National Party""]}",conll2003
-DOCSTART-,{},conll2003
Britain condemns Iraq involvement in Arbil attack .,"{""LOC"": [""Britain"", ""Iraq"", ""Arbil""]}",conll2003
LONDON 1996-08-31,"{""LOC"": [""LONDON""]}",conll2003
Britain on Saturday condemned Iraqi involvement in an attack on the Kurdish city of Arbil and said it was in close touch with its allies .,"{""LOC"": [""Britain"", ""Arbil""], ""MISC"": [""Iraqi"", ""Kurdish""]}",conll2003
""" We condemn Iraqi involvement .","{""MISC"": [""Iraqi""]}",conll2003
"In no way can Iraqi involvement be seen as helpful , "" said a Foreign Office spokesman .","{""MISC"": [""Iraqi""], ""ORG"": [""Foreign Office""]}",conll2003
"U.N. officials said that a Kurdish rebel faction backed up by Iraqi tanks , heavy artillery and helicopters had taken control of half of the city after heavy fighting .","{""ORG"": [""U.N.""], ""MISC"": [""Kurdish"", ""Iraqi""]}",conll2003
Arbil lies within the so-called safe haven set up at the end of the 1991 Gulf War on the suggestion of British Prime Minister John Major to protect Iraqi Kurds from attack by the Iraqi military .,"{""LOC"": [""Arbil""], ""MISC"": [""Gulf War"", ""British"", ""Iraqi Kurds"", ""Iraqi""], ""PER"": [""John Major""]}",conll2003
"The area is patrolled by U.S. , French and British planes .","{""LOC"": [""U.S.""], ""MISC"": [""French"", ""British""]}",conll2003
""" We are in close touch with all our allies , "" said the Foreign Office spokesman .","{""ORG"": [""Foreign Office""]}",conll2003
He declined to give any further information .,{},conll2003
-DOCSTART-,{},conll2003
Seven Iraqis charged with hijack .,"{""MISC"": [""Iraqis""]}",conll2003
LONDON 1996-08-31,"{""LOC"": [""LONDON""]}",conll2003
Seven Iraqi men appeared in court on Saturday charged with air piracy following the hijacking to Britain of a Sudanese airliner with 199 people aboard .,"{""MISC"": [""Iraqi"", ""Sudanese""], ""LOC"": [""Britain""]}",conll2003
"The seven , including a carpenter and a businessmen and whose ages ranged from 25 to 38 years old , were ordered to be held in jail until another hearing next week .",{},conll2003
No pleas were entered at the preliminary hearing .,{},conll2003
"They were accused of taking over Flight 150 which was flying from Khartoum , Sudan , to Amman , Jordan .","{""MISC"": [""Flight 150""], ""LOC"": [""Khartoum"", ""Sudan"", ""Amman"", ""Jordan""]}",conll2003
"All the hostages were freed on Tuesday after the plane landed at Stansted airport , north of London .","{""LOC"": [""Stansted"", ""London""]}",conll2003
The men have claimed political asylum in Britain saying they were persecuted while in Iraq .,"{""LOC"": [""Britain"", ""Iraq""]}",conll2003
Their court appearance means they will face trial and possible imprisonment in Britain before their applications for asylum are considered .,"{""LOC"": [""Britain""]}",conll2003
Under English law the maximum sentence for hijack is life imprisonment but there has been widespread speculation that the seven will receive lesser sentences .,"{""MISC"": [""English""]}",conll2003
"After a search of the aircraft following the hijack , police found only knives and fake explosives .",{},conll2003
-DOCSTART-,{},conll2003
Opposition group says Iraqis advance in north Iraq .,"{""MISC"": [""Iraqis""], ""LOC"": [""Iraq""]}",conll2003
LONDON 1996-08-31,"{""LOC"": [""LONDON""]}",conll2003
An Iraqi opposition group in exile said on Saturday it had received reports that Iraqi forces were shelling and advancing on the Kurdish town of Arbil in northern Iraq .,"{""MISC"": [""Iraqi"", ""Iraqi"", ""Kurdish""], ""LOC"": [""Arbil"", ""Iraq""]}",conll2003
"A London-based spokesman of the Iraqi National Congress said Iraqi artillery was shelling the city and Iraqi tanks had advanced to within 10 km ( six miles ) of Arbil , the administrative centre of the Kurdish rebel-controlled region of northern Iraq .","{""MISC"": [""London-based"", ""Iraqi"", ""Iraqi"", ""Kurdish""], ""ORG"": [""Iraqi National Congress""], ""LOC"": [""Arbil"", ""Iraq""]}",conll2003
""" At 4.50 a.m. Iraq time ( 0050 GMT ) Iraqi forces began an artillery attack on the outskirts of Arbil , "" the spokesman , who asked not to be identified , told Reuters in a telephone call .","{""LOC"": [""Iraq"", ""Arbil""], ""MISC"": [""GMT"", ""Iraqi""], ""ORG"": [""Reuters""]}",conll2003
There was no independent confirmation of the report which the spokesman said came from the organisation 's members in Arbil .,"{""LOC"": [""Arbil""]}",conll2003
He said damage and casualties in the city were heavy and Kurdish forces were defending the city .,"{""MISC"": [""Kurdish""]}",conll2003
President Bill Clinton on Friday ordered the U.S. military to ready itself for any possible action as Washington turned up the heat in an escalating crisis over Iraqi troop movements in northern Iraq .,"{""PER"": [""Bill Clinton""], ""LOC"": [""U.S."", ""Washington"", ""Iraq""], ""MISC"": [""Iraqi""]}",conll2003
"On Thursday , Iraq accused Iran of aggression and said it reserved the right to retaliate for Tehran 's alleged deployment of troops into northern Iraq , where fighting broke out between the two main Iraqi Kurdish rebel groups two weeks ago .","{""LOC"": [""Iraq"", ""Iran"", ""Tehran"", ""Iraq""], ""MISC"": [""Iraqi Kurdish""]}",conll2003
-DOCSTART-,{},conll2003
Two die in Algeria restaurant blast - radio .,"{""LOC"": [""Algeria""]}",conll2003
LONDON 1996-08-31,"{""LOC"": [""LONDON""]}",conll2003
"Two people were killed when a hand grenade exploded in a restaurant near Algiers late on Friday , Algerian radio reported on Saturday .","{""LOC"": [""Algiers""], ""MISC"": [""Algerian""]}",conll2003
"The report , monitored by the British Broadcasting Corporation ( BBC ) , quoted security services as saying six other people were injured in the blast in the town of Staouelli .","{""ORG"": [""British Broadcasting Corporation"", ""BBC""], ""LOC"": [""Staouelli""]}",conll2003
"An estimated 50,000 people had been killed in political violence in Algeria since 1992 , when army-backed authorities cancelled a general election that Islamic fundamentalists had been expected to win .","{""LOC"": [""Algeria""], ""MISC"": [""Islamic""]}",conll2003
-DOCSTART-,{},conll2003
Baseball-Results of S. Korean pro-baseball games .,"{""MISC"": [""S. Korean""]}",conll2003
SEOUL 1996-08-31,"{""LOC"": [""SEOUL""]}",conll2003
Results of South Korean pro-baseball games played on Friday .,"{""MISC"": [""South Korean""]}",conll2003
OB 5 Samsung 0,"{""ORG"": [""OB"", ""Samsung""]}",conll2003
Ssangbangwool 2 Hyundai 1,"{""ORG"": [""Ssangbangwool"", ""Hyundai""]}",conll2003
"Standings after games played on Friday ( tabulate under won , drawn , lost , winning percentage , games behind first place )",{},conll2003
W D L PCT GB,{},conll2003
Haitai 64 2 43 .596 -,"{""ORG"": [""Haitai""]}",conll2003
Ssangbangwool 60 2 49 .550 5,"{""ORG"": [""Ssangbangwool""]}",conll2003
Hanwha 58 1 49 .542 6,"{""ORG"": [""Hanwha""]}",conll2003
Hyundai 57 5 50 .531 7,"{""ORG"": [""Hyundai""]}",conll2003
Samsung 49 5 57 .464 14 1/2,"{""ORG"": [""Samsung""]}",conll2003
Lotte 46 6 54 .462 14 1/2,"{""ORG"": [""Lotte""]}",conll2003
LG 46 5 59 .441 17,"{""ORG"": [""LG""]}",conll2003
OB 43 6 62 .414 20,"{""ORG"": [""OB""]}",conll2003
-DOCSTART-,{},conll2003
S. African Afrikaners still seek own territory .,"{""MISC"": [""S. African Afrikaners""]}",conll2003
CAPE TOWN 1996-08-31,"{""LOC"": [""CAPE TOWN""]}",conll2003
"South African right-wing Afrikaners on Saturday revived their campaign for a form of self-rule , identifying a sparsely-populated area in Northern Cape province as the best place for a home of their own .","{""MISC"": [""South African""], ""LOC"": [""Northern Cape""]}",conll2003
"Constand Viljoen , leader of the Freedom Front party , told a news conference in Pretoria self-determination for Afrikaners could begin at local government level .","{""PER"": [""Constand Viljoen""], ""ORG"": [""Freedom Front""], ""LOC"": [""Pretoria""], ""MISC"": [""Afrikaners""]}",conll2003
""" Certain powers can be delegated from the provincial level , towards the sub-regions , "" he said .",{},conll2003
""" We think that the Afrikaner model within this new , multi- ethnic society of South Africa will have to develop experimentally with world thinking in this regard . ""","{""MISC"": [""Afrikaner""], ""LOC"": [""South Africa""]}",conll2003
"Viljoen broke with other right-wing whites in 1994 by taking part in the country 's first all-race elections in April of that year , saying the only way to attain self-determination was by cooperating with President Nelson Mandela 's majority African National Congress .","{""PER"": [""Viljoen"", ""Nelson Mandela""], ""ORG"": [""African National Congress""]}",conll2003
"Some right-wingers demanded sovereignty in their own territory in the run-up to the elections , saying the alternative was war .",{},conll2003
Their threats came to nothing .,{},conll2003
"Viljoen has hailed clauses in South Africa 's new constitution as making possible a form of self-rule for the Afrikaners , descendants of the country 's Dutch , German and French settlers .","{""PER"": [""Viljoen""], ""LOC"": [""South Africa""], ""MISC"": [""Afrikaners"", ""Dutch"", ""German"", ""French""]}",conll2003
"According to state television , Viljoen told the news conference the self-rule model should be introduced in parts of the Northern Cape provinces where a majority of people -- whites and mixed-race Coloureds -- speak Afrikaans .","{""PER"": [""Viljoen""], ""LOC"": [""Northern Cape""], ""MISC"": [""Afrikaans""]}",conll2003
-DOCSTART-,{},conll2003
Rwandan refugee group calls for calm over census .,"{""MISC"": [""Rwandan""]}",conll2003
NAIROBI 1996-08-31,"{""LOC"": [""NAIROBI""]}",conll2003
A Rwandan refugee lobby group called on Saturday for calm in refugee camps in eastern Zaire during a census from Sunday to be conducted by aid workers .,"{""MISC"": [""Rwandan""], ""LOC"": [""Zaire""]}",conll2003
"The Rally for the Return of Refugees and Democracy in Rwanda ( RDR ) urged the U.N. High Commissioner for Refugees to avoid any "" policing approach "" and to calm refugees by explaining the aims of the operation .","{""ORG"": [""Rally for the Return of Refugees and Democracy in Rwanda"", ""RDR"", ""U.N.""]}",conll2003
""" The RDR appeals to all refugees to prepare themselves calmly for the demands of the census agents because it will be in their ultimate interest , "" the group said in a statement .","{""ORG"": [""RDR""]}",conll2003
It said refugees feared census takers would use indelible ink to mark them so they could be detected by Rwandan government troops and mistreated if they were forced back into Rwanda .,"{""MISC"": [""Rwandan""], ""LOC"": [""Rwanda""]}",conll2003
"U.N. officials said more than 1,000 aid workers will take part in the census from Sunday until Tuesday of the estimated 727,000 refugees in camps around the eastern Zairean border town of Goma .","{""ORG"": [""U.N.""], ""MISC"": [""Zairean""], ""LOC"": [""Goma""]}",conll2003
Only about 100 refugees a week are returning voluntarily to Rwanda in contrast to the 600 babies born in the camps weekly .,"{""LOC"": [""Rwanda""]}",conll2003
"Zairean Prime Minister Kengo wa Dondo said at the end of a visit to Rwanda last week that the Zairean and Rwandan governments agreed on an "" organised , massive and unconditional repatriation "" of the 1.1 million Rwandan refugees in Zaire .","{""MISC"": [""Zairean"", ""Zairean"", ""Rwandan"", ""Rwandan""], ""PER"": [""Kengo wa Dondo""], ""LOC"": [""Rwanda"", ""Zaire""]}",conll2003
"He said the repatriation would be carried out swiftly and would be enormous , starting with the closure of refugee camps .",{},conll2003
RDR said it feared forced expulsions would start in days .,"{""ORG"": [""RDR""]}",conll2003
"Zairean troops expelled 15,000 refugees in August last year .","{""MISC"": [""Zairean""]}",conll2003
"Many of the 1.1 million Rwandan Hutu refugees in Zaire and nearly 600,000 in Tanzania refuse to go home , saying they fear reprisals for the 1994 genocide in Rwanda of up to a million people by Hutus .","{""MISC"": [""Rwandan Hutu"", ""Hutus""], ""LOC"": [""Zaire"", ""Tanzania"", ""Rwanda""]}",conll2003
-DOCSTART-,{},conll2003
NATO monitors Moslem move towards tense village .,"{""ORG"": [""NATO""], ""MISC"": [""Moslem""]}",conll2003
"MAHALA , Bosnia 1996-08-31","{""LOC"": [""MAHALA"", ""Bosnia""]}",conll2003
"NATO said it was closely monitoring the movement of about 75 Moslem men towards the village of Mahala in Bosnia 's Serb republic on Saturday , two days after a violent confrontation with Serbs .","{""ORG"": [""NATO""], ""MISC"": [""Moslem"", ""Serb"", ""Serbs""], ""LOC"": [""Mahala"", ""Bosnia""]}",conll2003
""" I have to report this morning that we have in fact received reports ...",{},conll2003
"that up to 75 Moslem men are believed to be approaching Mahala , "" NATO spokesman Lieutenant-Colonel Max Marriner said in Sarajevo .","{""MISC"": [""Moslem""], ""LOC"": [""Mahala"", ""Sarajevo""], ""ORG"": [""NATO""], ""PER"": [""Max Marriner""]}",conll2003
Marriner said that NATO troops had set up a checkpoint on the road between Tuzla and Mahala to establish the identities and intentions of the men headed towards the village .,"{""PER"": [""Marriner""], ""ORG"": [""NATO""], ""LOC"": [""Tuzla"", ""Mahala""]}",conll2003
Mahala is a Moslem village on Bosnian Serb republic territory .,"{""LOC"": [""Mahala""], ""MISC"": [""Moslem"", ""Bosnian Serb""]}",conll2003
Moslems were driven from the village during the 43- month Bosnian war and most of their houses were destroyed .,"{""MISC"": [""Moslems"", ""Bosnian""]}",conll2003
Some Moslems began returning to rebuild their properties earlier in the week .,"{""MISC"": [""Moslems""]}",conll2003
Fights and shooting broke out between the Moslems and Serb police on Thursday and NATO troops finally brought restored order .,"{""MISC"": [""Moslems"", ""Serb""], ""ORG"": [""NATO""]}",conll2003
A Reuters reporter who entered Mahala on Saturday morning found it tranquil but NATO troops and U.N. police were seen on the ground and NATO helicopters flew overhead .,"{""ORG"": [""Reuters"", ""NATO"", ""U.N."", ""NATO""], ""LOC"": [""Mahala""]}",conll2003
-DOCSTART-,{},conll2003
Chechens exuberant but cautious on peace deal .,"{""MISC"": [""Chechens""]}",conll2003
Liutauras Stremaitis,"{""PER"": [""Liutauras Stremaitis""]}",conll2003
"URUS-MARTAN , Russia 1996-08-31","{""LOC"": [""URUS-MARTAN"", ""Russia""]}",conll2003
"Crowds of pro-independence Chechens greeted a newly-signed peace deal by singing , dancing and firing guns in the air on Saturday , but the celebrations held a trace of uncertainty .","{""MISC"": [""Chechens""]}",conll2003
"More than a thousand women , children and men gathered in a field to the north of the town of Urus-Martan on Saturday to wait for a column of rebels to withdraw from the capital Grozny about 25 km ( 12 miles ) away .","{""LOC"": [""Urus-Martan"", ""Grozny""]}",conll2003
The men fired weapons into the air as groups of women danced .,{},conll2003
