Sentence,NER
NEW YORK 59 76 .437 25 1/2,{'I-ORG': ['NEW YORK']}
PHILADELPHIA 54 81 .400 30 1/2,{'I-ORG': ['PHILADELPHIA']}
CENTRAL DIVISION,{}
HOUSTON 73 63 .537 -,"{'I-MISC': [['CENTRAL', 'DIVISION']], 'I-ORG': ['HOUSTON']}"
ST LOUIS 70 65 .519 2 1/2,{'I-ORG': ['ST LOUIS']}
CHICAGO 66 67 .496 5 1/2,{'I-ORG': ['CHICAGO']}
CINCINNATI 66 68 .493 6,{'I-ORG': ['CINCINNATI']}
PITTSBURGH 56 78 .418 16,{'I-ORG': ['PITTSBURGH']}
WESTERN DIVISION,{}
SAN DIEGO 76 60 .559 -,"{'I-MISC': [['WESTERN', 'DIVISION']], 'I-ORG': ['SAN DIEGO']}"
LOS ANGELES 73 61 .545 2,{'I-ORG': ['LOS ANGELES']}
COLORADO 70 66 .515 6,{'I-ORG': ['COLORADO']}
SAN FRANCISCO 58 74 .439 16,{'I-ORG': ['SAN FRANCISCO']}
"SATURDAY, AUGUST 31 SCHEDULE",{}
ATLANTA AT CHICAGO,{'I-ORG': ['ATLANTA']}
HOUSTON AT PITTSBURGH,"{'I-LOC': [['CHICAGO']], 'I-ORG': ['HOUSTON']}"
SAN FRANCISCO AT NEW YORK,"{'I-LOC': [['PITTSBURGH']], 'I-ORG': ['SAN FRANCISCO']}"
FLORIDA AT CINCINNATI,"{'I-LOC': [['NEW', 'YORK']], 'I-ORG': ['FLORIDA']}"
LOS ANGELES AT PHILADELPHIA,"{'I-LOC': [['CINCINNATI']], 'I-ORG': ['LOS ANGELES']}"
SAN DIEGO AT MONTREAL,"{'I-LOC': [['PHILADELPHIA']], 'I-ORG': ['SAN DIEGO']}"
COLORADO AT ST LOUIS,"{'I-LOC': [['MONTREAL']], 'I-ORG': ['COLORADO']}"
-DOCSTART-,{'I-LOC': ['ST LOUIS']}
BASEBALL - MAJOR LEAGUE RESULTS FRIDAY.,{'I-MISC': ['MAJOR LEAGUE']}
NEW YORK 1996-08-31,{'I-LOC': ['NEW YORK']}
Results of Major League,{}
Baseball games played on Friday (home team in CAPS) :,{'I-MISC': ['Major League']}
American League,{}
DETROIT 4 Kansas City 0,"{'I-MISC': [['American', 'League']], 'I-ORG': ['DETROIT', 'Kansas City']}"
Chicago 11 TORONTO 2,"{'I-ORG': ['Chicago', 'TORONTO']}"
MILWAUKEE 5 Minnesota 4 (in 12),"{'I-ORG': ['MILWAUKEE', 'Minnesota']}"
TEXAS 5 Cleveland 3,"{'I-ORG': ['TEXAS', 'Cleveland']}"
New York 6 CALIFORNIA 2,"{'I-ORG': ['New York', 'CALIFORNIA']}"
OAKLAND 7 Boston 0,"{'I-ORG': ['OAKLAND', 'Boston']}"
Baltimore 5 SEATTLE 2,"{'I-ORG': ['Baltimore', 'SEATTLE']}"
National League,{}
CHICAGO 3 Atlanta 2 (1st game),"{'I-MISC': [['National', 'League']], 'I-ORG': ['CHICAGO', 'Atlanta']}"
Atlanta 6 CHICAGO 5 (2nd game),"{'I-ORG': ['Atlanta', 'CHICAGO']}"
Florida 3 CINCINNATI 1,"{'I-ORG': ['Florida', 'CINCINNATI']}"
San Diego 6 MONTREAL 0,"{'I-ORG': ['San Diego', 'MONTREAL']}"
Los Angeles 7 PHILADELPHIA 6 (in 12),"{'I-ORG': ['Los Angeles', 'PHILADELPHIA']}"
Houston 10 PITTSBURGH 0,"{'I-ORG': ['Houston', 'PITTSBURGH']}"
San Francisco 6 NEW YORK 4,"{'I-ORG': ['San Francisco', 'NEW YORK']}"
ST LOUIS 7 Colorado 4,"{'I-ORG': ['ST LOUIS', 'Colorado']}"
-DOCSTART-,{}
BASEBALL - KEVIN BROWN LOWERS ERA AS MARLINS BEAT REDS.,"{'I-PER': ['KEVIN BROWN'], 'I-MISC': ['ERA'], 'I-ORG': ['MARLINS', 'REDS']}"
CINCINNATI 1996-08-31,{'I-LOC': ['CINCINNATI']}
Major league ERA leader Kevin Brown threw an eight-hitter and Devon White's RBI double snapped a fifth-inning tie as the Florida Marlins beat the Cincinnati Reds 3-1 for their seventh straight win Friday.,"{'I-MISC': ['ERA', 'RBI'], 'I-PER': ['Kevin Brown', 'Devon White'], 'I-ORG': ['Florida Marlins', 'Cincinnati Reds']}"
Brown (14-10) tied Todd Stottlemyre of the Cardinals for the National League lead with his fifth complete game and lowered his major league-leading earned run average from 1.96 to 1.92.,"{'I-PER': ['Brown', 'Todd Stottlemyre'], 'I-ORG': ['Cardinals'], 'I-MISC': ['National League']}"
He struck out eight and did not walk a batter.,{}
Brown threw 119 pitches and won for the third time in as many starts against the Reds this season.,"{'I-PER': ['Brown'], 'I-ORG': ['Reds']}"
"""Bolesy (Florida manager John Boles) told me yesterday, ' You have to go nine tomorrow, '"" Brown said.","{'I-PER': ['Bolesy', 'John Boles', 'Brown'], 'I-ORG': ['Florida']}"
"""In the early innings, I was struggling, I was just trying to make it from pitch to pitch.",{}
"I gave up a lot of hits in the early innings and I was n't thinking about the seventh, eighth or ninth.",{}
"I was n't satisfied with any of my pitches and I did a better job of moving the ball around in the later innings. """,{}
"""He has a devastating sinker,"" observed Reds manager Ray Knight. ""","{'I-ORG': ['Reds'], 'I-PER': ['Ray Knight']}"
The guys say it moved more than everyone in the league.,{}
"I remember Nolan Ryan saying in ' 91 or ' 92 that he was the best young pitcher coming around in a long time and he saw (Tom) Seaver and (Jerry) Koosman when they were starting. ""","{'I-PER': ['Nolan Ryan', '( Tom ) Seaver', '( Jerry ) Koosman']}"
"In Philadelphia, Delino DeShields's triple in the top of the 12th off Jeff Parrett (2-3) scored Chad Curtis and lifted the Los Angeles Dodgers to a 7-6 victory over the Phillies.","{'I-LOC': ['Philadelphia'], 'I-PER': ['Delino DeShields', 'Jeff Parrett', 'Chad Curtis'], 'I-ORG': ['Los Angeles Dodgers', 'Phillies']}"
Los Angeles won for the seventh time in eight games.,{'I-ORG': ['Los Angeles']}
Darren Dreifort (1-1) picked up the win after allowing a hit and a walk over 2 1/3 scoreless innings.,{'I-PER': ['Darren Dreifort']}
Todd Worrell worked the 12th to earn his league-leading 37th save.,{'I-PER': ['Todd Worrell']}
"The Phillies have dropped five of their last six overall, and nine of 11 at home.",{'I-ORG': ['Phillies']}
Billy Ashley belted a three-run homer for Los Angeles.,"{'I-PER': ['Billy Ashley'], 'I-ORG': ['Los Angeles']}"
"In Chicago, the Braves and Cubs split a doubleheader.","{'I-LOC': ['Chicago'], 'I-ORG': ['Braves', 'Cubs']}"
"In the first game, Ryne Sandberg snapped an eighth-inning tie with an infield single and Kevin Foster (6-2) outdueled Atlanta's Tom Glavine (13-8) for his third straight win, 3-2.","{'I-PER': ['Ryne Sandberg', 'Kevin Foster', 'Tom Glavine'], 'I-ORG': ['Atlanta']}"
"Foster, a .333 hitter, helped his own cause in the second with a two-run single.",{'I-PER': ['Foster']}
The Braves took the second game when Chipper Jones singled home the tying run in the top of the ninth and Andruw Jones took advantage of a poor throw to score the go-ahead run on a sacrifice fly for a 6-5 victory.,"{'I-ORG': ['Braves'], 'I-PER': ['Chipper Jones', 'Andruw Jones']}"
Cubs shortstop Jose Hernandez committed three of Chicago's four errors.,"{'I-ORG': ['Cubs'], 'I-PER': ['Jose Hernandez'], 'I-LOC': ['Chicago']}"
"Mike Mordecai singled, doubled and homered for Atlanta, which has won 14 of its last 19 games and has the best record in the majors, 84-50.","{'I-PER': ['Mike Mordecai'], 'I-LOC': ['Atlanta']}"
"In Montreal, Scott Sanders allowed one hit over eight innings and Wally Joyner hit a two-run single in a four-run third as the San Diego Padres blanked the Expos 6-0 for their sixth straight win.","{'I-LOC': ['Montreal'], 'I-PER': ['Scott Sanders', 'Wally Joyner'], 'I-ORG': ['San Diego Padres', 'Expos']}"
Sanders (8-4) struck out 10 and walked three to win his fourth straight.,{'I-PER': ['Sanders']}
"He allowed a leadoff double to David Segui in the second, and won for the seventh time in eight decisions.",{'I-PER': ['David Segui']}
The right-hander retired 14 batters in a row from the second inning through the seventh.,{}
Mike Oquist allowed one Montreal hit in the ninth.,"{'I-PER': ['Mike Oquist'], 'I-LOC': ['Montreal']}"
Montreal lost for the ninth time in 14 games.,{'I-LOC': ['Montreal']}
"In New York, Marvin Benard's two-run homer snapped a tie and Shawn Estes came one out away from his first complete game as the San Francisco Giants beat the Mets 6-4.","{'I-LOC': ['New York'], 'I-PER': ['Marvin Benard', 'Shawn Estes'], 'I-ORG': ['San Francisco Giants', 'Mets']}"
"Benard, hitting .467 (14-for-30) against the Mets this season, hit his first pitch from Pete Harnisch (8-10) in the seventh over the right-field fence to put the Giants up 4-2.","{'I-PER': ['Benard', 'Pete Harnisch'], 'I-ORG': ['Mets', 'Giants']}"
Estes (3-4) was lifted for closer Rod Beck after yielding a single with two out in the ninth.,"{'I-PER': ['Estes', 'Rod Beck']}"
"Beck allowed a two-run double to Alvaro Espinoza, who collected a career-high four RBI, but struck out Brent Mayne for his 31st save.","{'I-PER': ['Beck', 'Alvaro Espinoza', 'Brent Mayne'], 'I-MISC': ['RBI']}"
"The loss was the Mets' eighth straight, their longest slide since September 1993, and dropped them to 0-4 under new manager Bobby Valentine.","{'I-ORG': ['Mets'], 'I-PER': ['Bobby Valentine']}"
"In St Louis, Tom Pagnozzi had three hits and three RBI and Alan Benes scattered six hits over six-plus innings as the Cardinals beat the Colorado Rockies 7-4.","{'I-LOC': ['St Louis'], 'I-PER': ['Tom Pagnozzi', 'Alan Benes'], 'I-MISC': ['RBI'], 'I-ORG': ['Cardinals', 'Colorado Rockies']}"
"Benes (12-8) allowed three runs, walked three and struck out three for the win.",{'I-PER': ['Benes']}
St Louis defeated Colorado for just the second time in 12 meetings dating back to last season.,"{'I-ORG': ['St Louis', 'Colorado']}"
"Ray Lankford went 4-for-5 with a pair of doubles for the Cardinals, who won for just the third time in 11 games.","{'I-PER': ['Ray Lankford'], 'I-ORG': ['Cardinals']}"
Eric Anthony hit a pair of solo homers for the Rockies.,"{'I-PER': ['Eric Anthony'], 'I-ORG': ['Rockies']}"
"In Pittsburgh, Sean Berry tied a career high with six RBI and Donne Wall fired a seven-hitter for his first major-league shutout as the Houston Astros routed the Pirates 10-0.","{'I-LOC': ['Pittsburgh'], 'I-PER': ['Sean Berry', 'Donne Wall'], 'I-MISC': ['RBI'], 'I-ORG': ['Houston Astros', 'Pirates']}"
It was the third time Berry had six RBI in one game.,"{'I-PER': ['Berry'], 'I-MISC': ['RBI']}"
Wall (9-4) struck out four and walked none to post his second complete game of the season and third straight win.,{'I-PER': ['Wall']}
-DOCSTART-,{}
TENNIS - EDBERG REFUSES TO QO QUIETLY.,{'I-PER': ['EDBERG']}
Richard Finn,{}
NEW YORK 1996-08-30,"{'I-PER': [['Richard', 'Finn']], 'I-LOC': ['NEW YORK']}"
"Refusing to go quietly in the night, Stefan Edberg extended his stay at his 14th and last U.S. Open when Bernd Karbacher, trailing and hurting, quit in the fourth set of their second-round match Friday.","{'I-PER': ['Stefan Edberg', 'Bernd Karbacher'], 'I-MISC': ['U.S. Open']}"
"The 30-year-old Edberg, a former two-time Open champion, had wrestled control of the match away from Karbacher when the German, hampered by a left hamstring injury, decided he could n't continue under the stadium lights at the National Tennis Centre.","{'I-PER': ['Edberg', 'Karbacher'], 'I-MISC': ['Open', 'German'], 'I-LOC': ['National Tennis Centre']}"
"""A win is a win.",{}
"I 'll take it, ""Edberg, who has announced that this will be his last Grand Slam event, said of the 3-6 6-3 6-3 1-0 victory.","{'I-PER': ['Edberg'], 'I-MISC': ['Grand Slam']}"
"Ironically, Karbacher two years ago ended Ivan Lendl's Grand Slam career here when the former champion had to retire in the middle of their first-round match.","{'I-PER': ['Karbacher', 'Ivan Lendl'], 'I-MISC': ['Grand Slam']}"
"After seeing the trainer come out early in the third set, Edberg was not surprised by Karbacher's decision not to go on.","{'I-PER': ['Edberg', 'Karbacher']}"
"""I knew he had problems with something,"" Edberg said. """,{'I-PER': ['Edberg']}
"I really was n't surprised. """,{}
Edberg had his own problems early in the match as the Swede battled to acclimate himself to the nighttime conditions while Karbacher was ripping passing shots and blasting serves past him.,"{'I-PER': ['Edberg', 'Karbacher'], 'I-MISC': ['Swede']}"
"""I did n't really feel good to begin with, I had problems finding the timing on the ball, seeing the ball,"" said Edberg, who upset Wimbledon champion and fifth-seeded Richard Krajicek in the first round.","{'I-PER': ['Edberg', 'Richard Krajicek'], 'I-MISC': ['Wimbledon']}"
"""This was one of these matches where I did n't play up to my standard.",{}
"I had to fight hard. """,{}
Edberg's tenacity paid off in the second set.,{'I-PER': ['Edberg']}
"Edberg lost his own serve twice, but he rallied for three breaks of his own, the last to wrap up the set.",{'I-PER': ['Edberg']}
"""That 's where the match sort of changed,"" said Edberg. """,{'I-PER': ['Edberg']}
"I think once I got that second set, I felt a lot better about my game. """,{}
Edberg is starting to feel pretty good about postponing his swan song a lot longer.,{'I-PER': ['Edberg']}
"""It does n't look all that bad,"" Edberg said of his path through the draw starting next with a match against Krajicek's Dutch countryman Paul Haarhuis.","{'I-PER': ['Edberg', 'Krajicek', 'Paul Haarhuis'], 'I-MISC': ['Dutch']}"
"However, the 1991 and 1992 champion is not ready to start making plans to be in next week's final.",{}
"""I 'm always being realistic,"" said Edberg. """,{'I-PER': ['Edberg']}
"Like I said many times, I think it 's a very little chance, but nothing is impossible.",{}
"If I play great tennis, that could take me a long way.",{}
"""A lot of things can happen, like tonight.""",{}
-DOCSTART-,{}
BOXING - PRINCE NASEEM RETAINS WBO FEATHERWEIGHT TITLE.,{'I-PER': ['NASEEM']}
DUBLIN 1996-08-31,{'I-LOC': ['DUBLIN']}
Britain's Naseem Hamed retained his WBO featherweight title on Saturday when Mexico's Manuel Medina was retired by his corner at the end of the 11th round.,"{'I-LOC': ['Britain', 'Mexico'], 'I-PER': ['Naseem Hamed', 'Manuel Medina'], 'I-ORG': ['WBO']}"
-DOCSTART-,{}
SOCCER - AUSTRIA DOMINATE SCOTLAND IN WORLD CUP QUALIFIER.,"{'I-LOC': ['AUSTRIA', 'SCOTLAND'], 'I-MISC': ['WORLD CUP']}"
Steve Pagani,{}
VIENNA 1996-08-31,"{'I-PER': [['Steve', 'Pagani']], 'I-LOC': ['VIENNA']}"
Austria dominated their World Cup group four qualifier against Scotland on Saturday with wave after wave of attacks but were unable to penetrate the visitors' defence and had to settle for a goalless draw.,"{'I-LOC': ['Austria', 'Scotland'], 'I-MISC': ['World Cup']}"
"Scotland, who thrashed Belarus 5-1 in their opening group four match, were unable to repeat their performance.","{'I-LOC': ['Scotland', 'Belarus']}"
Austria's best chance came in the 63rd minute with Stephan Marasek of SC Freiburg taking advantage of a scramble in the Scottish penalty area but his shot narrowly passing the left-hand post.,"{'I-LOC': ['Austria'], 'I-PER': ['Stephan Marasek'], 'I-ORG': ['SC Freiburg'], 'I-MISC': ['Scottish']}"
They also went close a minute before the interval when a promising attack saw the ball fall to Markus Schopp but he hit his shot wide.,{'I-PER': ['Markus Schopp']}
Everton's Duncan Ferguson went close for Scotland in the 65th minute when he forced Austrian goalkeeper Michael Konsel to a diving save.,"{'I-ORG': ['Everton'], 'I-PER': ['Duncan Ferguson', 'Michael Konsel'], 'I-LOC': ['Scotland'], 'I-MISC': ['Austrian']}"
"Two Scotland players were shown yellow cards, captain Gary McAllister for bringing down Andreas Heraf and Ferguson for arguing against the referee's decision.","{'I-LOC': ['Scotland'], 'I-PER': ['Gary McAllister', 'Andreas Heraf', 'Ferguson']}"
"""The result is acceptable,"" Scottish coach Craig Brown told reporters. ""","{'I-MISC': ['Scottish'], 'I-PER': ['Craig Brown']}"
"We 'd hoped not to lose and we tried not to play for a draw but the Austrian defence was simply too good. """,{'I-MISC': ['Austrian']}
"SK Rapid's Dietmar Kuehbauer, who gave an impressive performance, said the team started off well but let the game slip after the first 30 minutes.","{'I-ORG': ['SK Rapid'], 'I-PER': ['Dietmar Kuehbauer']}"
"""Somehow it seemed there were less than 11 players on the pitch.",{}
We have lost two points.,{}
"The Scots are not really a great team and we should have won, ""he said.",{}
Austrian coach Herbert Prohaska said his team had displayed great fighting spirit but sometimes lacked ideas.,"{'I-MISC': ['Austrian'], 'I-PER': ['Herbert Prohaska']}"
Teams :,{}
"Austria : Michael Konsel, Markus Schopp, Peter Schoettel, Anton Pfeffer, Wolfgang Feiersinger, Stephan Marasek, Dieter Ramusch (Andreas Ogris 77th), Dietmar Kuehbauer, Anton Polster (( Herfried Sabitzer 68th), Andreas Herzog, Andreas Heraf.","{'I-LOC': ['Austria'], 'I-PER': ['Michael Konsel', 'Markus Schopp', 'Peter Schoettel', 'Anton Pfeffer', 'Wolfgang Feiersinger', 'Stephan Marasek', 'Dieter Ramusch', 'Andreas Ogris', 'Dietmar Kuehbauer', 'Anton Polster', 'Herfried Sabitzer', 'Andreas Herzog', 'Andreas Heraf']}"
"Scotland : Andrew Goram, Craig Burley, Thomas Boyd, Colin Calderwood, Colin Hendry, Thomas McKinley, Duncan Ferguson, Stuart McCall, Alistair McCoist (Gordon Durie 75th), Gary McAllister, John Collins.","{'I-LOC': ['Scotland'], 'I-PER': ['Andrew Goram', 'Craig Burley', 'Thomas Boyd', 'Colin Calderwood', 'Colin Hendry', 'Thomas McKinley', 'Duncan Ferguson', 'Stuart McCall', 'Alistair McCoist', 'Gordon Durie', 'Gary McAllister', 'John Collins']}"
-DOCSTART-,{}
BOXING - JOHNSON WINS UNANIMOUS POIUNTS VERDICT.,{'I-PER': ['JOHNSON']}
DUBLIN 1996-08-31,{'I-LOC': ['DUBLIN']}
American Tom Johnson successfully defended his IBF featherweight title when he earned a unanimous points decision over Venezuela's Ramon Guzman on Saturday.,"{'I-MISC': [['American']], 'I-PER': ['Tom Johnson', 'Ramon Guzman'], 'I-ORG': ['IBF'], 'I-LOC': ['Venezuela']}"
-DOCSTART-,{}
SOCCER - FRANCE LAUNCH 1998 WORLD CUP BUILD-UP WITH 2-0 WIN.,"{'I-LOC': ['FRANCE'], 'I-MISC': ['WORLD CUP']}"
PARIS 1996-08-31,{'I-LOC': ['PARIS']}
Euro 96 absentee Nicolas Ouedec and Youri Djorkaeff scored the goals as 1998 World Cup hosts France beat Mexico 2-0 in a friendly international on Saturday.,"{'I-MISC': ['Euro 96', 'World Cup'], 'I-PER': ['Nicolas Ouedec', 'Youri Djorkaeff'], 'I-LOC': ['France', 'Mexico']}"
"The victory extended to 29 matches France's unbeaten run under coach Aime Jacquet, their Euro 96 semifinal elimination having come in a penalty shoot-out, but was marred by the sending-off of Chelsea central defender Franck Leboeuf.","{'I-LOC': ['France'], 'I-PER': ['Aime Jacquet', 'Franck Leboeuf'], 'I-MISC': ['Euro 96'], 'I-ORG': ['Chelsea']}"
"Leboeuf was dismissed two minutes from time for a second bookable offence, fouling Mexican substitute Ricardo Pelaez who minutes earlier had also been shown the yellow card for pushing the Chelsea defender in the back.","{'I-PER': ['Leboeuf', 'Ricardo Pelaez'], 'I-MISC': ['Mexican'], 'I-ORG': ['Chelsea']}"
Both goals came early in the second half after France had surprised the Mexicans with three half-time substitutions.,"{'I-LOC': ['France'], 'I-MISC': ['Mexicans']}"
"After a sterile first half, France injected more sting in midfield with the introduction of Juventus's Zinedine Zidane.","{'I-LOC': ['France'], 'I-ORG': ['Juventus'], 'I-PER': ['Zinedine Zidane']}"
"This allowed Djorkaeff to play further up and his cross from the right fell for Ouedec, who has joined Espanyol of Barcelona from Nantes since missing the European championship finals through injury, to score after a mistake by midfielder Joaquin del Olmo.","{'I-PER': ['Djorkaeff', 'Ouedec', 'Joaquin del Olmo'], 'I-ORG': ['Espanyol', 'Nantes'], 'I-LOC': ['Barcelona'], 'I-MISC': ['European']}"
"Within four minutes Ouedec was returning the compliment for Djorkaeff, playing a one-two with the Internazionale Milan forward down the middle to set him up for a cross shot past diving goalkeeper Osvaldo Sanchez.","{'I-PER': ['Ouedec', 'Djorkaeff', 'Osvaldo Sanchez'], 'I-ORG': ['Internazionale Milan']}"
"Jacquet, beginning the 22-month countdown to France's hosting of the World Cup finals, said : ""We have an identity (as a team) which we are going to work on.""","{'I-PER': ['Jacquet'], 'I-LOC': ['France'], 'I-MISC': ['World Cup']}"
Teams :,{}
"France - 1 - Bernard Lama ; 2 - Lilian Thuram (14 - Sabri Lamouchi 87th), 5 - Laurent Blanc, 8 - Marcel Desailly (12 - Franck Leboeuf 46th), 3 - Bixente Lizarazu ; 4 - Christian Karembeu, 7 - Didier Deschamps, 10 - Youri Djorkaeff, 6 - Reynald Pedros (13 - Robert Pires 46th) ; 9 - Nicolas Ouedec (17 - Florian Maurice 64th), 11 - Patrice Loko (15 - Zinedine Zidane 46th)","{'I-LOC': ['France'], 'I-PER': ['Bernard Lama', 'Lilian Thuram', 'Sabri Lamouchi', 'Laurent Blanc', 'Marcel Desailly', 'Franck Leboeuf', 'Bixente Lizarazu', 'Christian Karembeu', 'Didier Deschamps', 'Youri Djorkaeff', 'Reynald Pedros', 'Robert Pires', 'Nicolas Ouedec', 'Florian Maurice', 'Patrice Loko', 'Zinedine Zidane']}"
"Mexico - 1 - Osvaldo Sanchez (12 - Alfonso Rios 78th) ; 13 - Pavel Pardo, 2 - Claudio Suarez, 5 - Duilio Davino (Becerril 46th), 4 - German Villa (16 - Gomez 86th) ; 14 - Joaquin del Olmo, 6 - Raul Rodrigo Lara (11 - Cuauhtemoc Blanco 65th), 8 - Alberto Garcia Aspe, 7 - Ramon Ramirez (15 - Jesus Arellano 71st) ; 18 - Enrique Alfaro (17 - Francisco Palencia 78th), 10 - Luis Garcia (19 - Ricardo Pelaez 69th).","{'I-LOC': ['Mexico'], 'I-PER': ['Osvaldo Sanchez', 'Alfonso Rios', 'Pavel Pardo', 'Claudio Suarez', 'Duilio Davino', 'Becerril', 'German Villa', 'Gomez', 'Joaquin del Olmo', 'Raul Rodrigo Lara', 'Cuauhtemoc Blanco', 'Alberto Garcia Aspe', 'Ramon Ramirez', 'Jesus Arellano', 'Enrique Alfaro', 'Francisco Palencia', 'Luis Garcia', 'Ricardo Pelaez']}"
-DOCSTART-,{}
SOCCER - FRANCE BEAT MEXICO 2-0 IN FRIENDLY.,"{'I-LOC': ['FRANCE', 'MEXICO']}"
PARIS 1996-08-31,{'I-LOC': ['PARIS']}
France beat Mexico 2-0 (halftime 0-0) in a friendly soccer international on Saturday.,"{'I-LOC': ['France', 'Mexico']}"
"Scorers : Nicolas Ouedec (49th minute), Youri Djorkaeff (53rd)","{'I-PER': ['Nicolas Ouedec', 'Youri Djorkaeff']}"
"Attendance : 18,000",{}
-DOCSTART-,{}
SOCCER - BELGIUM SCRAPE PAST TURKEY DESPITE CROWD TROUBLE.,"{'I-LOC': ['BELGIUM', 'TURKEY']}"
Bert Lauwers,{}
BRUSSELS 1996-08-31,"{'I-PER': [['Bert', 'Lauwers']], 'I-LOC': ['BRUSSELS']}"
Belgium kicked off their 1998 World Cup campaign with a hard-fought 2-1 victory over 10-man Turkey in a tense match marred by Turkish crowd trouble shortly after the break.,"{'I-LOC': ['Belgium', 'Turkey'], 'I-MISC': ['1998 World Cup', 'Turkish']}"
"Turkish fans, upset at their team's 2-0 first-half deficit, ripped apart dozens of plastic seats and threw them over the fence.",{'I-MISC': ['Turkish']}
Riot police took 10 minutes to restore order.,{}
The police were given an unexpected hand by second-half substitute Sergen Yalcin who rekindled Turkish hopes in the 61st with a splendid half-volley which stunned Belgian goalkeeper Filip De Wilde.,"{'I-PER': ['Sergen Yalcin', 'Filip De Wilde'], 'I-MISC': ['Turkish', 'Belgian']}"
"But Yalcin, who had come on just four minutes earlier, turned from hero to villain barely two minutes after his strike when he was sent off after spitting at an opponent and arguing with English referee David Elleray.","{'I-PER': ['Yalcin', 'David Elleray'], 'I-MISC': ['English']}"
"Marc Degryse had opened the scoring for Belgium after 13 minutes, whacking a low 10-metre drive into the net after an incisive pass by defender Dirk Medved from the edge of the penalty area.","{'I-PER': ['Marc Degryse', 'Dirk Medved'], 'I-LOC': ['Belgium']}"
"Brazilian-born Luis Oliveira then gleefully slipped the ball past goalkeeper Rustu Recber from the right of the area to make it 2-0 seven minutes before the interval, Turkey's best first-half effort proving to be a vicious 30-metre shot by Ogun Temizkanoglu which De Wilde tipped over.","{'I-PER': ['Luis Oliveira', 'Rustu Recber', 'Ogun Temizkanoglu', 'De Wilde'], 'I-LOC': ['Turkey']}"
"The visitors, seeking to restore some pride after failing to score a single goal in Euro 96 in June, repeatedly ripped through the left side of the home defence but De Wilde was able to block several sharply-angled efforts.","{'I-MISC': ['Euro 96'], 'I-PER': ['De Wilde']}"
"With only the group seven winners qualifying automatically for the 1998 finals in France, Belgium could not afford a slip-up at home and they frantically chased a decisive third goal.","{'I-LOC': ['France', 'Belgium']}"
But they were almost upset 12 minutes from time when De Wilde fumbled a hard Arif Erdem shot and Orhan Cikirikci almost pounced on the loose ball.,"{'I-PER': ['De Wilde', 'Arif Erdem', 'Orhan Cikirikci']}"
Belgium's best second-half effort came three minutes later when Degryse put the ball over the bar from close range with Recber beaten.,"{'I-LOC': ['Belgium'], 'I-PER': ['Degryse', 'Recber']}"
Teams :,{}
"Belgium - 1 - Filip De Wilde, 2 - Bertrand Crasson, 3 - Dirk Medved, 4 - Pascal Renier, 16 - Geoffrey Claeys, 6 - Gunther Schepens (15 - Nico Van Kerckhoven, 81st), 10 - Enzo Scifo, 7 - Gert Verheyen (14 - Frederic Peiremans, 62nd), 9 - Marc Degryse, 8 - Luc Nilis, 11- Luis Oliveira (18 - Gilles De Bilde, 88th).","{'I-LOC': ['Belgium'], 'I-PER': ['Filip De Wilde', 'Bertrand Crasson', 'Dirk Medved', 'Pascal Renier', 'Geoffrey Claeys', 'Gunther Schepens', 'Nico Van Kerckhoven', 'Enzo Scifo', 'Gert Verheyen', 'Frederic Peiremans', 'Marc Degryse', 'Luc Nilis', 'Luis Oliveira', 'Gilles De Bilde']}"
"Turkey - 1 - Rustu Recber, 4 - Hakan Unsal (14 - Sergen Yalcin, 57th), 2 - Recep Cetin, 3 - Ogun Temizkanoglu, 5 - Alpay Ozalan, 7- Abdullah Ercan, 6 - Tolunay Kafkas, 10 - Oguz Cetin (13 - Arif Erdem, 57th), 11 - Tayfun Korkut, 9 - Hakan Sukur, 8 - Saffet Sancakli (17- Orhan Cikirikci, 76th).","{'I-LOC': ['Turkey'], 'I-PER': ['Rustu Recber', 'Hakan Unsal', 'Sergen Yalcin', 'Recep Cetin', 'Ogun Temizkanoglu', 'Alpay Ozalan', 'Abdullah Ercan', 'Tolunay Kafkas', 'Oguz Cetin', 'Arif Erdem', 'Tayfun Korkut', 'Hakan Sukur', 'Saffet Sancakli', 'Orhan Cikirikci']}"
Belgian coach Wilfried Van Moer said he had not expected Turkey to be so strong and fast.,"{'I-MISC': ['Belgian'], 'I-PER': ['Wilfried Van Moer'], 'I-LOC': ['Turkey']}"
"""We started panicking a bit after the Turkish goal ...",{'I-MISC': ['Turkish']}
"we suffered, ""said Van Moer, who succeeded Paul Van Himst as coach in April.","{'I-PER': ['Van Moer', 'Paul Van Himst']}"
It was Belgium's first victory under Van Moer after two draws in friendlies against Russia and Italy.,"{'I-LOC': ['Belgium', 'Russia', 'Italy'], 'I-PER': ['Van Moer']}"
-DOCSTART-,{}
SOCCER - SUMMARY IN THE SPANISH FIRST DIVISION.,{'I-MISC': ['SPANISH']}
MADRID 1996-08-30,{'I-LOC': ['MADRID']}
"Summary of game played in the Spanish first division on Saturday : Deportivo Coruna 1 (Corentine Martins, 22nd minute) Real Madrid 1 (Roberto Carlos 79th).","{'I-MISC': ['Spanish', 'division'], 'I-ORG': ['Deportivo Coruna', 'Real Madrid'], 'I-PER': ['Corentine Martins', 'Roberto Carlos']}"
Halftime 1-0.,{}
"Attendancce 35,000.",{}
-DOCSTART-,{}
